,word,counts
316,adults,632
317,inside,926
318,home,338
319,chairs,527
320,arranged,23
321,circle,209
322,type,215
323,musical,283
324,instruments,511
325,musicians,261
326,practicing,341
327,sheet,136
328,music,645
329,(,127
330,flutes,10
331,),124
332,living,153
333,gathered,612
334,talk,303
335,about,1034
336,favorite,24
337,tunes,10
338,both,602
339,clarinets,6
340,elderly,1016
341,stringed,49
342,instrument,407
343,least,34
344,instrumentalists,2
345,play,1890
346,curtained,4
347,clearly,9
348,bunch,342
349,as,5028
350,they,959
351,read,91
352,off,2155
353,performing,1342
354,person,4479
355,alone,253
356,has,2198
357,broken,77
358,roadway,31
359,washed,18
360,bridge,607
361,supports,9
362,surveys,11
363,damage,5
364,t-shirt,1327
365,looks,2465
366,surrounded,785
367,crowd,2963
368,metro,40
369,station,400
370,entrance,98
371,portrayed,1
372,area,1444
373,goatee,32
374,latex,15
375,gloves,374
376,tattoo,208
377,gun,194
378,place,283
379,back,1550
380,upper,39
381,giving,392
382,getting,979
383,children,4454
384,boy,9430
385,writing,286
386,sit,1584
387,seesaw,23
388,sand,1156
389,teeter,10
390,totter,10
391,2,451
392,kids,1193
393,vest,745
394,intersection,122
395,flag,555
396,caution,34
397,waving,242
398,bright,783
399,corner,517
400,spray,137
401,construction,1323
402,worker,683
403,red,9916
404,pierced,13
405,ears,134
406,beer,388
407,can,292
408,crocheted,5
409,gauges,5
410,blitz,1
411,starring,20
412,something,2124
413,long,1313
414,beret,49
415,beige,204
416,raincoat,40
417,marketplace,123
418,scenery,66
419,artists,54
420,paintings,39
421,busy,1007
422,sidewalk,2812
423,studying,49
424,scene,332
425,public,516
426,others,745
427,who,1436
428,passerby,17
429,admiring,57
430,outdoor,962
431,art,380
432,fair,181
433,foot,235
434,waste,5
435,basket,310
436,pants,1986
437,pushing,455
438,cart,767
439,janitor,20
440,dolly,13
441,tools,118
442,grips,9
443,ropes,90
444,playground,424
445,climbs,291
446,rope,593
447,roping,24
448,net,372
449,toothpick,3
450,end,182
451,traveling,83
452,flower,301
453,teen,82
454,unknown,35
455,object,459
456,for,4899
457,photographers,53
458,train,1046
459,origami,2
460,crane,97
461,you,126
462,know,13
463,i,112
464,am,20
465,like,615
466,justin,2
467,bieber,1
468,blond,1593
469,yellow,4556
470,gazing,47
471,pole,604
472,vault,14
473,determined,18
474,sky,447
475,baseball,1455
476,cap,1037
477,bathroom,92
478,coffee,320
479,mug,43
480,ball,3892
481,cup,354
482,between,545
483,urinals,1
484,posing,931
485,urinal,4
486,multicolored,207
487,background,2882
488,sunset,260
489,clear,222
490,skies,42
491,sun,422
492,setting,513
493,silhouettes,10
494,decorate,12
495,horizon,43
496,sets,114
497,restaurant,948
498,glass,508
499,table,2682
500,drink,509
501,drinking,656
502,old,1588
503,having,969
504,running,3369
505,grassy,773
506,fence,886
507,boston,21
508,terrier,35
509,lush,38
510,runs,1207
511,officer,239
512,van,181
513,trained,7
514,police,489
515,handler,8
516,security,92
517,watch,1121
518,policeman,105
519,german,112
520,shepherd,89
521,stops,92
522,search,14
523,``,1727
524,conditions,15
525,snow,2534
526,seem,66
527,almost,59
528,obliverate,1
529,details,9
530,cold,169
531,weather,99
532,heavy,184
533,riding,3313
534,bicycle,1557
535,suburban,37
536,neighborhood,100
537,rides,1062
538,bike,2533
539,snowy,670
540,uniformly,1
541,tie,307
542,slacks,73
543,converse,82
544,open,761
545,5,135
546,suits,353
547,short-sleeved,54
548,ties,35
549,colleges,1
550,stop,313
551,take,448
552,break,240
553,business,282
554,meetings,1
555,tan,875
556,backwards,122
557,factory,83
558,older,2269
559,too,49
560,photograph,204
561,camp,40
562,among,255
563,machines,59
564,works,398
565,machinery,126
566,work,1028
567,caucasian,120
568,dark-skinned,138
569,sleeveless,100
570,conveyor,19
571,packing,12
572,jars,13
573,candles,79
574,boxes,132
575,sorting,39
576,warehouse,48
577,manager,5
578,assisting,22
579,employee,46
580,assembly,16
581,line,854
582,outfit,711
583,broom,107
584,traditional,231
585,architecture,23
586,baby,1667
587,bottoms,47
588,remove,14
589,dirt,1409
590,kimono,29
591,sweep,20
592,sweeping,192
593,walkway,250
594,florescent,10
595,vests,347
596,parked,347
597,cars,392
598,converses,14
599,seen,222
600,leans,307
601,car,1767
602,watching,1496
603,row,200
604,waiting,993
605,go,238
606,checkpoint,4
607,ranger,7
608,tourist,85
609,eating,1240
610,snack,78
611,toddlers,62
612,infants,10
613,female,1397
614,babies,45
615,chips,36
616,silver,299
617,mobile,77
618,weird,30
619,vehicle,412
620,plaza,114
621,segway,18
622,showing,365
623,product,45
624,advertise,3
625,modern,57
626,?,39
627,approaches,54
628,strange,86
629,containing,50
630,onlookers,342
631,observe,81
632,roped,11
633,barrier,81
634,futuristic,5
635,watches,1081
636,single-person,2
637,4-wheeled,1
638,bride,284
639,groom,161
640,side,1698
641,focus,42
642,pathway,65
643,brick,838
644,beautiful,484
645,new,308
646,husband,25
647,recently,21
648,married,87
649,couple,1469
650,pose,581
651,arm,617
652,nintendo,15
653,gamecube,4
654,controller,8
655,mcdonald,40
656,video,214
657,game,1779
658,kiosk,43
659,kid,601
660,water,5957
661,head,1603
662,turned,95
663,shore,371
664,shaking,129
665,shakes,58
666,edge,457
667,beach,2904
668,its,1142
669,picnicking,2
670,picnic,185
671,tables,282
672,enjoying,677
673,day,1341
674,reunion,10
675,full,648
676,swing,710
677,moon,20
678,bounce,39
679,barbecue,122
680,or,1124
681,spanish,36
682,pass,236
683,sunglasses,1269
684,puts,150
685,blouse,170
686,traffic,254
687,seated,483
688,balloon,280
689,design,61
690,burger,11
691,touching,156
692,coolers,11
693,gray-haired,86
694,enjoys,147
695,sandwich,74
696,student,106
697,downward,23
698,kick,249
699,board,592
700,held,231
701,karate,231
702,instructor,42
703,wood,503
704,half,135
705,kicking,306
706,stick,757
707,that,2498
708,tae,5
709,kwon,5
710,do,226
711,breaking,33
712,boards,56
713,demonstrating,51
714,martial,365
715,arts,336
716,youngsters,18
717,crouched,67
718,mat,159
719,during,1042
720,competition,291
721,jumps,1338
722,students,337
723,demonstration,54
724,perform,359
725,balconies,15
726,pipe,143
727,towards,818
728,lower,35
729,balcony,162
730,liquid,94
731,poured,6
732,sweatshirt,481
733,reaching,201
734,hand,1921
735,empties,6
736,bottle,362
737,unto,5
738,below,209
739,pouring,166
740,contents,36
741,shielding,20
742,himself,197
743,trying,888
744,paper,648
745,block,226
746,shades,61
747,eyes,415
748,face,1649
749,carrying,1783
750,backs,112
751,sunny,553
752,nice,163
753,walk,1709
754,stroll,68
755,rock,1474
756,overalls,155
757,smiles,601
758,stony,10
759,aross,1
760,mottled,3
761,collar,235
762,fallen,183
763,tree,1513
764,leaps,296
765,log,158
766,jumped,66
767,stump,57
768,crossing,423
769,placards,3
770,gathering,265
771,across,1297
772,assembles,9
773,gentleman,389
774,hurrying,9
775,long-sleeved,137
776,bikes,431
777,body,751
778,river,735
779,barefooted,39
780,olive,35
781,shorts,2066
782,grilling,110
783,hotdogs,42
784,propane,7
785,grill,315
786,plastic,495
787,sausages,27
788,prepares,339
789,he,1409
790,grills,29
791,surface,158
792,field,2981
793,scooter,250
794,attracts,5
795,attention,100
796,those,30
797,light,848
798,cross,348
799,skis,148
800,framed,46
801,pictures,442
802,displaying,98
803,skier,296
804,trees,968
805,artwork,87
806,sale,140
807,climbers,38
808,seven,169
809,ascending,18
810,whilst,173
811,belays,3
812,collage,6
813,cliff,312
814,gymnast,160
815,high,796
816,air,2375
817,balance,102
818,beam,119
819,leotard,58
820,doing,1522
821,gymnastics,73
822,audience,425
823,supple,1
824,soars,19
825,wheeler,35
826,pool,1509
827,atv,82
828,rubber,94
829,miniature,47
830,lawn,411
831,quad,29
832,truck,780
833,filled,396
834,cotton,49
835,substance,33
836,pile,326
837,wool,27
838,loading,79
839,load,52
840,sheared,2
841,headscarf,90
842,scenic,69
843,view,454
844,bay,44
845,pay,51
846,binoculars,63
847,viewing,67
848,deck,193
849,mounted,38
850,telescope,196
851,windbreaker,22
852,though,74
853,rooftop,54
854,uses,253
855,spaceship,1
856,ticket,38
857,stuck,46
858,plane,137
859,examining,137
860,airplane,167
861,nose,200
862,away,626
863,sprinkler,79
864,chases,124
865,hose,160
866,happily,119
867,supermarket,45
868,daughter,170
869,grocery,204
870,store,1093
871,stroller,273
872,catch,585
873,thrown,136
874,nearby,445
875,ready,654
876,flying,333
877,mouth,1332
878,after,599
879,colored,708
880,covering,175
881,part,165
882,booth,196
883,sweater,814
884,get,432
885,hiking,247
886,forest,471
887,where,433
888,partially,75
889,wilderness,36
890,hikers,124
891,resting,252
892,patch,71
893,facial,46
894,hutch,2
895,cabinet,22
896,doors,88
897,long-sleeve,98
898,under,1227
899,middle-aged,364
900,beard,460
901,handmade,15
902,creation,11
903,floor,1076
904,reading,1143
905,father,247
906,grown,18
907,son,233
908,camping,76
909,trip,51
910,wild,53
911,items,297
912,bearded,296
913,map,102
914,traveler,10
915,decipher,1
916,lake,796
917,lone,178
918,duck,73
919,swimming,964
920,waves,323
921,facing,344
922,skyline,44
923,waters,131
924,big,837
925,infant,160
926,being,1373
927,male,1473
928,pond,200
929,care,45
930,along,1870
931,newborn,101
932,shelter,30
933,bicycles,285
934,curved,30
935,roof,364
936,tonight,4
937,questioning,3
938,wagon,123
939,nighttime,71
940,dome,12
941,beside,807
942,lab,201
943,tags,42
944,frolicks,2
945,this,1049
946,splashing,181
947,surf,131
948,splashes,96
949,drilling,38
950,frozen,59
951,ice,842
952,hole,218
953,fishing,549
954,making,940
955,turn,216
956,soft,33
957,sandy,250
958,climber,159
959,scaling,44
960,picks,47
961,crampons,2
962,scale,23
963,waterfall,149
964,meadow,45
965,ocean,1045
966,path,770
967,attire,305
968,shovels,82
969,disregarding,2
970,all,1061
971,shoveling,133
972,roads,6
973,sidewalks,13
974,slush,4
975,wedding,324
976,flowers,588
977,reception,44
978,smile,372
979,cutting,389
980,snowmobile,21
981,riders,141
982,helmets,265
983,goggles,345
984,clearing,49
985,snowmobiles,6
986,;,243
987,left,573
988,right,618
989,winter,422
990,jackets,359
991,ski,252
992,gather,319
993,snowmobiling,3
994,carries,371
995,wet,359
996,item,99
997,rows,75
998,vegetables,269
999,sell,96
1000,vegetable,84
1001,harvest,13
1002,lay,83
1003,blankets,56
1004,market,863
1005,villagers,20
1006,selling,491
1007,crops,38
1008,these,213
1009,very,842
1010,onions,11
1011,band,1197
1012,singer,195
1013,tattoos,123
1014,crowded,584
1015,concert,382
1016,approaching,64
1017,shouting,17
1018,microphone,1146
1019,listening,334
1020,sings,266
1021,sign,1217
1022,says,265
1023,lucky,3
1024,13,22
1025,punk,22
1026,rocker,15
1027,screaming,40
1028,stage,1610
1029,short,434
1030,blond-hair,365
1031,striped,1338
1032,skateboard,887
1033,skateboarding,316
1034,skate,194
1035,trick,679
1036,life,288
1037,rowing,97
1038,canoe,190
1039,kayak,161
1040,gentle,6
1041,ride,820
1042,seems,155
1043,be,1107
1044,laughing,523
1045,porch,127
1046,straight,77
1047,ladies,447
1048,site,272
1049,installing,17
1050,post,137
1051,house,627
1052,atop,189
1053,younger,317
1054,luggage,151
1055,billboard,77
1056,suitcase,85
1057,prescription,2
1058,advertisement,113
1059,picture,1993
1060,airport,113
1061,sleeves,49
1062,couch,494
1063,napping,29
1064,long-haired,124
1065,shoulders,219
1066,mom,105
1067,mother,375
1068,gay,19
1069,pride,24
1070,parade,408
1071,hold,360
1072,flags,330
1073,show,327
1074,support,47
1075,march,61
1076,color,108
1077,spectrum,1
1078,oriental,194
1079,fish,419
1080,cigarette,425
1081,match,305
1082,month,1
1083,stare,66
1084,vendor,325
1085,prepare,151
1086,sellers,2
1087,stock,11
1088,looked,33
1089,upon,81
1090,prepared,39
1091,red-hair,191
1092,singing,891
1093,red-haired,124
1094,skirt,560
1095,tank,701
1096,flowing,38
1097,song,94
1098,karaoke,14
1099,college-aged,5
1100,individuals,193
1101,-,92
1102,females,171
1103,steps,590
1104,multiple,162
1105,school,391
1106,late,34
1107,captures,15
1108,driveway,48
1109,catching,200
1110,courtyard,106
1111,snaps,18
1112,lunges,14
1113,kneeling,285
1114,hockey,591
1115,goal,228
1116,guarding,20
1117,goalie,145
1118,crouches,94
1119,rink,106
1120,backpack,613
1121,sculpture,206
1122,reads,360
1123,newspaper,353
1124,office,216
1125,statue,409
1126,toddler,645
1127,fenced,98
1128,patio,110
1129,grabs,45
1130,bars,118
1131,saying,64
1132,let,16
1133,me,27
1134,jail,1
1135,railings,25
1136,wanting,16
1137,tarp,44
1138,enter,41
1139,tent,321
1140,hut,61
1141,iced,16
1142,kneels,113
1143,hill,787
1144,skyscraper,14
1145,distance,444
1146,matching,189
1147,turban,58
1148,african,553
1149,local,165
1150,pushes,183
1151,fruits,94
1152,fruit,360
1153,produce,197
1154,band-aid,1
1155,plate,236
1156,blond-haired,182
1157,bites,37
1158,treat,37
1159,eats,176
1160,pizza,102
1161,tin,14
1162,dish,76
1163,biting,101
1164,baked,30
1165,good,128
1166,rocks,608
1167,center,185
1168,electric,276
1169,helmet,1144
1170,swinging,331
1171,bat,199
1172,tennis,1136
1173,softball,120
1174,hits,99
1175,directly,38
1176,downwards,11
1177,striking,36
1178,hitting,161
1179,but,170
1180,she,852
1181,missed,10
1182,batter,68
1183,drifting,10
1184,boat,1358
1185,ferry,21
1186,life-vest,3
1187,balding,104
1188,stickers,7
1189,musician,192
1190,performance,224
1191,artist,251
1192,performs,425
1193,black-colored,2
1194,dirty,215
1195,unfinished,29
1196,lean,59
1197,spread,89
1198,cement,299
1199,tape,70
1200,applying,80
1201,filler,1
1202,trench,55
1203,smoothing,17
1204,urban,238
1205,bent,130
1206,opening,166
1207,hooded,168
1208,lowly,1
1209,lit,259
1210,dinner,196
1211,entrees,1
1212,martini,10
1213,hesitates,1
1214,before,319
1215,dining,87
1216,fancy,82
1217,blanket,315
1218,relaxes,43
1219,laid,37
1220,suns,3
1221,herself,125
1222,cloudy,131
1223,solitary,19
1224,evening,104
1225,dim,16
1226,poses,433
1227,relatives,1
1228,photographed,86
1229,cream,380
1230,photographs,90
1231,strapless,6
1232,gown,79
1233,photographer,222
1234,takes,627
1235,10,26
1236,throng,5
1237,taking,1525
1238,well,191
1239,teens,57
1240,sad,51
1241,expression,59
1242,crying,202
1243,knoll,6
1244,what,584
1245,appears,501
1246,beans,19
1247,hilltop,8
1248,overlooking,298
1249,valley,58
1250,mountainside,54
1251,check,63
1252,rest,137
1253,ledge,251
1254,moutains,1
1255,hang,96
1256,overlook,22
1257,tourists,127
1258,connects,1
1259,trail,406
1260,nature,66
1261,footbridge,16
1262,tree-covered,4
1263,shows,245
1264,arched,19
1265,jersey,429
1266,boats,175
1267,rafts,22
1268,inflatable,149
1269,kayakers,19
1270,have,560
1271,conversation,297
1272,telling,23
1273,were,51
1274,peeling,13
1275,corn,87
1276,listen,64
1277,elder,35
1278,multiracial,2
1279,oboe,6
1280,purple,1301
1281,percussion,14
1282,spectators,340
1283,made,229
1284,bamboo,55
1285,bassoon,1
1286,wind,67
1287,11,19
1288,wear,171
1289,such,29
1290,beanies,2
1291,skiing,237
1292,backpacks,123
1293,paddles,73
1294,blocks,128
1295,door,423
1296,leading,111
1297,snowshoes,62
1298,quietly,15
1299,story,61
1300,was,117
1301,explained,1
1302,igloo,9
1303,player,2271
1304,avoid,30
1305,shortly,5
1306,catches,190
1307,team,994
1308,members,221
1309,attempting,285
1310,catcher,107
1311,knee,133
1312,score,60
1313,run,645
1314,tag,99
1315,base,251
1316,runner,207
1317,foreground,302
1318,shown,125
1319,bricks,72
1320,material,69
1321,panting,6
1322,scaffolding,146
1323,huge,250
1324,blank,12
1325,earphones,40
1326,30,12
1327,somethings,1
1328,subway,582
1329,juggling,139
1330,shopping,696
1331,bags,500
1332,betty,2
1333,boop,2
1334,crosses,111
1335,crosswalk,174
1336,numerous,64
1337,television,71
1338,fast,119
1339,takeout,13
1340,tv,87
1341,chinese,269
1342,six,395
1343,noddles,1
1344,asians,54
1345,eat,200
1346,balances,85
1347,assorted,19
1348,pineapples,11
1349,bananas,42
1350,papayas,1
1351,balancing,156
1352,shovel,216
1353,deep,183
1354,whole,35
1355,septic,1
1356,supported,16
1357,3,315
1358,much,36
1359,american,593
1360,peers,66
1361,bandanna,160
1362,graphic,22
1363,oblong,3
1364,smoke,141
1365,handkerchief,16
1366,task,33
1367,tub,102
1368,forested,35
1369,woods,463
1370,steam,29
1371,rises,20
1372,vat,6
1373,whimsically,1
1374,pantaloons,1
1375,pictured,41
1376,so,101
1377,must,12
1378,ask,5
1379,bigger,14
1380,sleepy,13
1381,arms,767
1382,cradled,1
1383,someones,22
1384,individual,118
1385,varying,30
1386,beads,54
1387,decorations,45
1388,cultural,25
1389,relevance,1
1390,native,127
1391,gazes,54
1392,donning,10
1393,cobs,1
1394,necklaces,35
1395,shells,11
1396,member,119
1397,tribe,15
1398,intently,97
1399,tribal,38
1400,piercings,13
1401,lots,174
1402,jewelry,87
1403,samurai,5
1404,warrior,14
1405,sword,97
1406,sheath,1
1407,training,82
1408,unsheathes,1
1409,gear,566
1410,fight,191
1411,wields,10
1412,rolling,160
1413,hills,59
1414,dried,30
1415,bed,446
1416,littered,19
1417,rocky,402
1418,walls,148
1419,dense,6
1420,riverbed,3
1421,treks,11
1422,upward,43
1423,creek,94
1424,stopping,32
1425,breath,21
1426,cool,56
1427,strewn,21
1428,stream,205
1429,badge,13
1430,guard,133
1431,lighted,40
1432,white-haired,44
1433,empty,307
1434,duty,9
1435,museum,123
1436,colorful,946
1437,dresses,340
1438,washing,197
1439,indian,322
1440,saris,20
1441,separate,34
1442,pair,178
1443,flip-flops,88
1444,kneel,20
1445,squatting,110
1446,plants,184
1447,sandals,232
1448,crouch,12
1449,phones,28
1450,shrubbery,16
1451,summer,130
1452,soccer,2151
1453,backyard,172
1454,spring,33
1455,black-haired,53
1456,tile,89
1457,legos,26
1458,skateboarder,456
1459,platform,261
1460,skateboarders,30
1461,laugh,115
1462,fun,232
1463,shake,24
1464,teenager,114
1465,trolley,54
1466,move,158
1467,mass,27
1468,transit,40
1469,announcement,8
1470,communicating,13
1471,walkie,8
1472,talkie,8
1473,family,599
1474,paddling,119
1475,paddle,105
1476,kayaking,84
1477,shallow,219
1478,handbag,42
1479,spreads,9
1480,put,156
1481,cobblestone,107
1482,bluish,8
1483,bag,1000
1484,likely,25
1485,descent,60
1486,snapshot,3
1487,gold,321
1488,joy,51
1489,sweaters,40
1490,khaki,181
1491,wine,144
1492,appetizers,1
1493,displayed,51
1494,upscale,9
1495,plates,88
1496,wineglasses,21
1497,rack,59
1498,elegant,20
1499,serving,130
1500,pajamas,128
1501,pillow,93
1502,pillow-fight,1
1503,constructions,11
1504,seat,199
1505,steel,79
1506,i-beam,2
1507,mixer,33
1508,blender,3
1509,mixing,76
1510,mud,203
1511,puddle,147
1512,tube,132
1513,oncoming,24
1514,signaling,6
1515,hailing,7
1516,taxi,91
1517,pamphlet,12
1518,book,756
1519,brochure,13
1520,magizine,1
1521,jogging,195
1522,could,16
1523,marathon,245
1524,joggers,17
1525,stones,64
1526,diving,250
1527,dive,67
1528,descends,17
1529,overshirt,3
1530,chrome,2
1531,elevator,34
1532,light-colored,9
1533,bathing,338
1534,only,157
1535,pale,67
1536,lounges,20
1537,basin,11
1538,soaking,18
1539,plaid,506
1540,sleeps,161
1541,climbed,20
1542,branches,73
1543,watched,91
1544,than,41
1545,climb,199
1546,soldier,137
1547,deployment,1
1548,asleep,204
1549,belt,139
1550,shirted,29
1551,wrapped,170
1552,flipping,76
1553,pancake,20
1554,flinging,5
1555,omelet,3
1556,extremely,23
1557,skillet,17
1558,awe,14
1559,firefighters,111
1560,emergency,54
1561,uniforms,675
1562,upwards,38
1563,responding,12
1564,alarm,2
1565,reflections,9
1566,firemen,91
1567,event,673
1568,few,392
1569,firetruck,112
1570,firetrucks,10
1571,lights,236
1572,on-duty,1
1573,stationed,5
1574,various,346
1575,activities,30
1576,things,117
1577,order,90
1578,reach,84
1579,ceiling,89
1580,yellow-and-black,2
1581,stripe,60
1582,warning,16
1583,boots,447
1584,newsstand,18
1585,packed,49
1586,magazines,43
1587,candy,127
1588,coke-a-cola,1
1589,products,60
1590,counter,335
1591,miss,1
1592,magazine,104
1593,clerk,14
1594,merchandise,53
1595,earth,28
1596,creating,71
1597,track,751
1598,closely,69
1599,surveying,10
1600,dig,48
1601,dry,152
1602,jean,172
1603,fists,15
1604,closed,187
1605,dough,62
1606,bakery,33
1607,fat,43
1608,baker,19
1609,apprentice,1
1610,rubs,22
1611,flour,28
1612,tired,50
1613,makes,325
1614,bread,125
1615,relaxing,198
1616,conversing,136
1617,drifts,4
1618,shade,131
1619,tropical,70
1620,trunks,252
1621,outstretched,93
1622,swim,309
1623,landscape,151
1624,hiker,138
1625,bluff,7
1626,mountains,451
1627,snow-covered,87
1628,mountain,1050
1629,pauses,41
1630,mountaintop,35
1631,mound,106
1632,hovel,1
1633,backhoe,19
1634,racing,551
1635,puddles,14
1636,curve,52
1637,race,1354
1638,bicyclers,14
1639,rounding,21
1640,spraying,70
1641,wheels,94
1642,bikers,119
1643,sharp,41
1644,compete,99
1645,biking,131
1646,cane,178
1647,bends,72
1648,steadied,2
1649,bush,55
1650,short-sleeve,34
1651,surgeon,17
1652,teal,106
1653,scrubs,56
1654,surgery,52
1655,doctor,83
1656,nurses,35
1657,operation,21
1658,surgical,38
1659,staff,43
1660,patient,76
1661,assistants,2
1662,low,162
1663,cut,173
1664,frisbee,503
1665,suv,53
1666,pickup,30
1667,terrain,83
1668,chasing,273
1669,woolly,1
1670,doberman,17
1671,just,431
1672,threw,28
1673,bowling,346
1674,lane,125
1675,pins,68
1676,alley,275
1677,cosmic,2
1678,imagery,3
1679,including,179
1680,balls,215
1681,lanes,18
1682,finished,32
1683,throwing,442
1684,mule,25
1685,trough,9
1686,desert,203
1687,shining,49
1688,weathered,13
1689,donkey,80
1690,horse,1191
1691,tired-looking,2
1692,relax,67
1693,trestle,1
1694,nap,103
1695,laze,1
1696,pamphlets,8
1697,cover,90
1698,displays,64
1699,information,50
1700,interrupted,3
1701,covers,71
1702,bicycling,35
1703,multicolor,16
1704,helmeted,34
1705,incoming,19
1706,giants,8
1707,swings,245
1708,pitch,100
1709,throw,248
1710,javelin,27
1711,teenage,246
1712,balloons,253
1713,lined,283
1714,hot,252
1715,desk,312
1716,books,191
1717,everywhere,25
1718,cluttered,34
1719,stacks,34
1720,telephone,84
1721,brunette,253
1722,shoulder,356
1723,fuzzy,27
1724,lighting,66
1725,candle,47
1726,flame,25
1727,folded,71
1728,bracelet,33
1729,hunched,33
1730,kind,182
1731,vigil,6
1732,squat,11
1733,mall,111
1734,district,24
1735,strolls,29
1736,pedals,25
1737,quickly,63
1738,bmx,146
1739,eight,98
1740,darkened,23
1741,foam,34
1742,ramp,471
1743,soapy,11
1744,cleaned,14
1745,suds,14
1746,wiped,2
1747,clean,127
1748,bubbles,251
1749,raft,129
1750,swimsuits,57
1751,themselves,136
1752,cruise,32
1753,ship,140
